,ticker,date,commonstocksharesissued,assetscurrent,accountspayablecurrent,commonstockvalue,liabilities,liabilitiesandstockholdersequity,stockholdersequity,earningspersharebasic,netincomeloss,profitloss,costofgoodssold,costsandexpenses,cash,preferredstockvalue,depreciation,operatingexpenses,revenues,land,deferredrevenue,grossprofit,sharesissued,commercialpaper,costofservices,debtcurrent,salariesandwages,change,pct_change
713,CSCO,2009-11-18,5751000000.0,44697000000.0,729000000.0,0.0,28654000000.0,68680000000.0,40002000000.0,0.31,1787000000.0,1787000000.0,2486000000.0,0.0,0.0,0.0,0.0,3764000000.0,9118000000.0,0.0,11083000000.0,5888000000.0,5751000000.0,513000000.0,647000000.0,3127000000.0,245000.0,-0.3200000000000003,-0.013333333333333345
714,CSCO,2010-02-17,5785000000.0,44177000000.0,675000000.0,0.0,29451000000.0,68128000000.0,38647000000.0,0.32,1853000000.0,1787000000.0,2815000000.0,0.0,0.0,0.0,0.0,3962000000.0,9118000000.0,0.0,11083000000.0,6332000000.0,5785000000.0,513000000.0,668000000.0,3127000000.0,245000.0,0.21000000000000085,0.00872455338595766
715,CSCO,2010-05-26,5722000000.0,49758000000.0,902000000.0,0.0,35440000000.0,79292000000.0,43830000000.0,0.38,2192000000.0,1787000000.0,3010000000.0,0.0,0.0,0.0,0.0,4285000000.0,9118000000.0,0.0,11083000000.0,6630000000.0,5722000000.0,513000000.0,728000000.0,3127000000.0,245000.0,0.7800000000000011,0.034076015727391926
716,CSCO,2010-09-21,5655000000.0,51421000000.0,895000000.0,0.0,36845000000.0,81130000000.0,44267000000.0,0.34,1935000000.0,1787000000.0,11620000000.0,0.0,0.0,0.0,0.0,16479000000.0,9118000000.0,0.0,11083000000.0,6793000000.0,5655000000.0,513000000.0,2777000000.0,15241000000.0,245000.0,0.030000000000001137,0.0013863216266174277
717,CSCO,2010-11-23,5577000000.0,50406000000.0,945000000.0,0.0,35320000000.0,80015000000.0,44675000000.0,0.34,1930000000.0,1787000000.0,3249000000.0,0.0,0.0,0.0,0.0,4404000000.0,9118000000.0,0.0,10736000000.0,3788000000.0,5577000000.0,513000000.0,746000000.0,15241000000.0,245000.0,0.26000000000000156,0.013541666666666749
718,CSCO,2011-02-23,5533000000.0,52066000000.0,796000000.0,0.0,36295000000.0,81981000000.0,45641000000.0,0.27,1521000000.0,1787000000.0,3382000000.0,0.0,0.0,0.0,0.0,4577000000.0,9118000000.0,0.0,11807000000.0,3448000000.0,5533000000.0,513000000.0,764000000.0,15241000000.0,245000.0,-0.03999999999999915,-0.0021739130434782145
719,CSCO,2011-05-25,5501000000.0,55204000000.0,799000000.0,0.0,38144000000.0,85350000000.0,47163000000.0,0.33,1807000000.0,1787000000.0,3437000000.0,0.0,0.0,0.0,0.0,4476000000.0,9118000000.0,0.0,11699000000.0,3683000000.0,5501000000.0,513000000.0,770000000.0,581000000.0,245000.0,0.05999999999999872,0.0037059913526867644
720,CSCO,2011-09-14,5435000000.0,57231000000.0,876000000.0,0.0,39836000000.0,87095000000.0,7284000000.0,0.22,1232000000.0,1787000000.0,13647000000.0,0.0,0.0,0.0,0.0,18862000000.0,9118000000.0,0.0,248000000.0,6861000000.0,5435000000.0,3000000000.0,3035000000.0,588000000.0,245000.0,0.3400000000000034,0.02082057562767933
721,CSCO,2011-11-22,5371000000.0,57267000000.0,908000000.0,0.0,39750000000.0,86964000000.0,47188000000.0,0.33,1777000000.0,1787000000.0,3563000000.0,0.0,0.0,0.0,0.0,4680000000.0,9118000000.0,0.0,234000000.0,1754000000.0,5371000000.0,3000000000.0,803000000.0,589000000.0,12000000.0,-0.5150000000000006,-0.028738839285714315
722,CSCO,2012-02-21,5378000000.0,59298000000.0,791000000.0,0.0,39994000000.0,89259000000.0,49246000000.0,0.41,2182000000.0,1787000000.0,3650000000.0,0.0,0.0,0.0,0.0,4331000000.0,9118000000.0,0.0,12462000000.0,-128000000.0,5378000000.0,3000000000.0,812000000.0,605000000.0,12000000.0,-0.23999999999999844,-0.011787819253438038
723,CSCO,2012-05-23,5383000000.0,61212000000.0,903000000.0,0.0,39776000000.0,91154000000.0,51357000000.0,0.4,2165000000.0,1787000000.0,3563000000.0,0.0,0.0,0.0,0.0,4419000000.0,9106000000.0,0.0,12648000000.0,-145000000.0,5383000000.0,3000000000.0,856000000.0,83000000.0,12000000.0,-0.3000000000000007,-0.017974835230677094
724,CSCO,2012-09-12,5298000000.0,61933000000.0,859000000.0,0.0,40458000000.0,91759000000.0,51286000000.0,1.36,7767000000.0,1787000000.0,11620000000.0,0.0,0.0,0.0,0.0,16479000000.0,7620000000.0,0.0,12880000000.0,26119000000.0,5298000000.0,3000000000.0,2777000000.0,31000000.0,120000000.0,0.28000000000000114,0.014675052410901529
725,CSCO,2012-11-20,5311000000.0,61933000000.0,859000000.0,0.0,40458000000.0,91759000000.0,52686000000.0,0.39,1777000000.0,1787000000.0,3563000000.0,0.0,0.0,0.0,0.0,4680000000.0,259000000.0,0.0,1838000000.0,7022000000.0,5435000000.0,3000000000.0,889000000.0,55000000.0,12000000.0,0.14000000000000057,0.007633587786259573
726,CSCO,2013-02-19,5323000000.0,60725000000.0,859000000.0,0.0,40853000000.0,96378000000.0,51286000000.0,0.41,3959000000.0,1787000000.0,3650000000.0,0.0,0.0,0.0,0.0,9011000000.0,9118000000.0,0.0,1838000000.0,2095000000.0,5435000000.0,3000000000.0,812000000.0,37000000.0,28000000.0,-0.3550000000000004,-0.016542404473438976
727,CSCO,2013-05-21,5298000000.0,61933000000.0,859000000.0,0.0,40458000000.0,91759000000.0,51286000000.0,1.45,6124000000.0,1787000000.0,3563000000.0,0.0,0.0,0.0,0.0,13711000000.0,6138000000.0,0.0,1838000000.0,-145000000.0,5383000000.0,3000000000.0,856000000.0,3292000000.0,12000000.0,-0.6700000000000017,-0.027905039566847215
728,CSCO,2013-09-10,5389000000.0,61933000000.0,859000000.0,0.0,42063000000.0,101191000000.0,59120000000.0,1.5,9983000000.0,1787000000.0,124000000.0,0.0,0.0,0.0,0.0,18144000000.0,14589000000.0,0.0,1838000000.0,28763000000.0,5389000000.0,3000000000.0,3347000000.0,10000000.0,50000000.0,0.21999999999999886,0.00910784516663212
729,CSCO,2013-11-22,5351000000.0,65521000000.0,1029000000.0,0.0,42063000000.0,101191000000.0,51286000000.0,0.39,2092000000.0,1787000000.0,3748000000.0,0.0,0.0,0.0,0.0,4952000000.0,417000000.0,0.0,1881000000.0,-203000000.0,5311000000.0,3000000000.0,889000000.0,10000000.0,607000000.0,0.0,0.0
730,CSCO,2014-02-20,5191000000.0,65521000000.0,1029000000.0,0.0,42063000000.0,101191000000.0,11354000000.0,0.59,5235000000.0,1787000000.0,4323000000.0,0.0,0.0,0.0,0.0,9236000000.0,2661000000.0,0.0,2036000000.0,-402000000.0,5323000000.0,3000000000.0,1812000000.0,3752000000.0,607000000.0,-0.1700000000000017,-0.0076233183856503
731,CSCO,2014-05-22,5116000000.0,65521000000.0,1029000000.0,0.0,42063000000.0,101191000000.0,41241000000.0,0.47,5606000000.0,1787000000.0,655000000.0,0.0,0.0,0.0,0.0,13700000000.0,2657000000.0,0.0,1592000000.0,-592000000.0,5116000000.0,2844562500.0,2756000000.0,500000000.0,607000000.0,0.14000000000000057,0.0057424118129614675
732,CSCO,2014-09-09,5107000000.0,67114000000.0,1029000000.0,0.0,48473000000.0,105134000000.0,59120000000.0,1.5,9983000000.0,1787000000.0,655000000.0,0.0,0.0,0.0,0.0,18144000000.0,1298000000.0,0.0,1843000000.0,30400000000.0,5107000000.0,2689125000.0,3626000000.0,3273000000.0,607000000.0,0.07000000000000028,0.0028157683024939775
733,CSCO,2014-11-20,5109000000.0,66396000000.0,1032000000.0,0.0,47263000000.0,103978000000.0,56654000000.0,0.36,1996000000.0,1787000000.0,655000000.0,0.0,0.0,0.0,0.0,4991000000.0,3846000000.0,0.0,1843000000.0,-417000000.0,5351000000.0,2533687500.0,993000000.0,500000000.0,98000000.0,0.07000000000000028,0.002610966057441264
734,CSCO,2015-02-18,5107000000.0,67882000000.0,988000000.0,0.0,47189000000.0,104922000000.0,57718000000.0,0.83,4225000000.0,1787000000.0,7725000000.0,0.0,0.0,0.0,0.0,9459000000.0,18513000000.0,0.0,5001000000.0,9216000000.0,5107000000.0,2378250000.0,2033000000.0,5000000.0,192000000.0,-0.17999999999999972,-0.006103763987792462
735,CSCO,2015-05-20,5093000000.0,69331000000.0,1118000000.0,0.0,47379000000.0,106212000000.0,58823000000.0,1.3,6662000000.0,1787000000.0,11309000000.0,0.0,0.0,0.0,0.0,14059000000.0,27839000000.0,0.0,4945000000.0,13776000000.0,5093000000.0,2222812500.0,3061000000.0,4000000.0,264000000.0,-0.19000000000000128,-0.006414584740040556
736,CSCO,2015-09-08,5085000000.0,76283000000.0,1104000000.0,0.0,53774000000.0,113481000000.0,59698000000.0,1.76,8981000000.0,1787000000.0,188000000.0,0.0,0.0,0.0,0.0,18911000000.0,37750000000.0,0.0,5426000000.0,18670000000.0,5085000000.0,2067375000.0,4103000000.0,3000000.0,334000000.0,-0.35999999999999943,-0.013688212927756632
737,CSCO,2015-11-19,5082000000.0,73946000000.0,1119000000.0,0.0,51788000000.0,111773000000.0,59977000000.0,0.48,2430000000.0,1787000000.0,3853000000.0,0.0,0.0,0.0,0.0,4753000000.0,9844000000.0,0.0,5473000000.0,4950000000.0,5082000000.0,1911937500.0,997000000.0,2000000.0,282000000.0,0.1999999999999993,0.007307270734380682
738,CSCO,2016-02-18,5052000000.0,75005000000.0,962000000.0,0.0,51764000000.0,112642000000.0,60871000000.0,1.1,5577000000.0,1787000000.0,7333000000.0,0.0,0.0,0.0,0.0,8891000000.0,18827000000.0,0.0,5528000000.0,9362000000.0,5052000000.0,1756500000.0,2012000000.0,2000000.0,282000000.0,0.120000000000001,0.004540295119182785
739,CSCO,2016-05-24,5034000000.0,78571000000.0,1007000000.0,0.0,56296000000.0,118654000000.0,62358000000.0,1.57,7926000000.0,1787000000.0,10547000000.0,0.0,0.0,0.0,0.0,13628000000.0,27702000000.0,0.0,5406000000.0,14046000000.0,5034000000.0,1601062500.0,3077000000.0,1000000.0,282000000.0,0.45000000000000284,0.015806111696522757
740,CSCO,2016-09-08,5029000000.0,78719000000.0,1056000000.0,0.0,58067000000.0,121652000000.0,63586000000.0,2.13,10739000000.0,1787000000.0,14161000000.0,0.0,0.0,0.0,0.0,18300000000.0,37254000000.0,0.0,5851000000.0,19006000000.0,5029000000.0,1445625000.0,4126000000.0,1000000.0,282000000.0,-0.6199999999999974,-0.019701302828090163
741,CSCO,2016-11-22,5024000000.0,83141000000.0,996000000.0,0.0,62874000000.0,126287000000.0,-707000000.0,0.46,2322000000.0,1787000000.0,3403000000.0,0.0,0.0,0.0,0.0,5007000000.0,12352000000.0,0.0,6527000000.0,7884000000.0,5024000000.0,1290187500.0,1065000000.0,4748000000.0,212000000.0,-0.17999999999999972,-0.006022080963532944
742,CSCO,2017-02-21,5007000000.0,83392000000.0,957000000.0,0.0,62430000000.0,126248000000.0,-751000000.0,0.93,4670000000.0,1787000000.0,6708000000.0,0.0,0.0,0.0,0.0,9390000000.0,14981600000.0,0.0,6561000000.0,9121000000.0,5007000000.0,1134750000.0,2064000000.0,4748000000.0,212000000.0,-0.03999999999999915,-0.001171989452094906
743,CSCO,2017-05-23,4998000000.0,79962000000.0,1219000000.0,0.0,60568000000.0,125950000000.0,-617000000.0,1.43,7185000000.0,1787000000.0,10113000000.0,0.0,0.0,0.0,0.0,13739000000.0,17611200000.0,0.0,6790000000.0,13672000000.0,4998000000.0,979312500.0,3081000000.0,4748000000.0,212000000.0,-0.2700000000000031,-0.008501259445843927
744,CSCO,2017-09-07,4983000000.0,83703000000.0,1385000000.0,0.0,63681000000.0,129818000000.0,-359000000.0,1.92,9609000000.0,1787000000.0,13699000000.0,0.0,0.0,0.0,0.0,18251000000.0,20240800000.0,0.0,7192000000.0,-656000000.0,4983000000.0,823875000.0,4082000000.0,4748000000.0,212000000.0,-0.28000000000000114,-0.008816120906801042
745,CSCO,2017-11-21,4951000000.0,84080000000.0,1155000000.0,0.0,64972000000.0,130522000000.0,-342000000.0,0.48,2394000000.0,1787000000.0,3615000000.0,0.0,0.0,0.0,0.0,4671000000.0,22870400000.0,0.0,7574000000.0,7427000000.0,4951000000.0,668437500.0,1094000000.0,4748000000.0,106122500.0,-0.19999999999999574,-0.005457025920873008
746,CSCO,2018-02-20,4868000000.0,86050000000.0,1060000000.0,0.0,79528000000.0,131510000000.0,-68000000.0,-1.29,-6384000000.0,1787000000.0,6969000000.0,0.0,0.0,0.0,0.0,9096000000.0,25500000000.0,0.0,7825000000.0,9336000000.0,4868000000.0,513000000.0,2129000000.0,4749000000.0,245000.0,-0.75,-0.017022242396731727
747,CSCO,2018-05-22,4734000000.0,67141000000.0,1552000000.0,0.0,67347000000.0,114008000000.0,-332000000.0,-0.76,-3693000000.0,1787000000.0,10594000000.0,0.0,0.0,0.0,0.0,13721000000.0,25500000000.0,0.0,7993000000.0,13950000000.0,4734000000.0,513000000.0,3208000000.0,7736000000.0,245000.0,0.030000000000001137,0.0006872852233677237
748,CSCO,2018-09-06,4614000000.0,61837000000.0,1904000000.0,0.0,65580000000.0,108784000000.0,-528000000.0,0.02,110000000.0,1787000000.0,2486000000.0,0.0,0.0,0.0,0.0,18297000000.0,25500000000.0,0.0,-2800000000.0,18792000000.0,4614000000.0,513000000.0,647000000.0,5238000000.0,245000.0,-0.23000000000000398,-0.004864636209813959
749,CSCO,2018-11-20,4517000000.0,55686000000.0,1805000000.0,0.0,61581000000.0,1299000000.0,-737000000.0,0.78,3549000000.0,1787000000.0,2486000000.0,0.0,0.0,0.0,0.0,4341000000.0,9118000000.0,0.0,11083000000.0,8146000000.0,4517000000.0,513000000.0,647000000.0,7241000000.0,245000.0,0.3999999999999986,0.008990784445942876
750,CSCO,2019-02-19,4424000000.0,53117000000.0,1655000000.0,0.0,61673000000.0,1299000000.0,-710000000.0,1.41,6371000000.0,1787000000.0,2486000000.0,0.0,0.0,0.0,0.0,8903000000.0,9118000000.0,0.0,11083000000.0,9866000000.0,4424000000.0,513000000.0,647000000.0,2000000000.0,245000.0,-0.01999999999999602,-0.00040281973816709007
751,CSCO,2019-05-21,4313000000.0,47311000000.0,2022000000.0,0.0,60483000000.0,1299000000.0,-750000000.0,2.11,9415000000.0,1787000000.0,11620000000.0,0.0,0.0,0.0,0.0,13563000000.0,9118000000.0,0.0,11083000000.0,14911000000.0,4313000000.0,513000000.0,2777000000.0,4494000000.0,245000.0,-0.8300000000000054,-0.014685067232838028
752,CSCO,2019-09-05,4250000000.0,47755000000.0,2059000000.0,0.0,64222000000.0,1299000000.0,-778000000.0,2.63,11621000000.0,1787000000.0,3650000000.0,0.0,0.0,0.0,0.0,18447000000.0,9118000000.0,0.0,1838000000.0,20338000000.0,4250000000.0,3000000000.0,812000000.0,5998000000.0,28000000.0,0.4200000000000017,0.00867410161090462
980,FB,2012-07-31,117000000.0,4604000000.0,63000000.0,0.0,1432000000.0,6331000000.0,4899000000.0,-0.08,-31000000.0,0.0,0.0,1927000000.0,1513000000.0,615000000.0,566000000.0,0.0,596000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8300000000000018,-0.0382312298479964
981,FB,2012-10-24,180000000.0,12285000000.0,63000000.0,0.0,1432000000.0,6331000000.0,14174000000.0,-0.02,-3000000.0,0.0,0.0,1371000000.0,1513000000.0,615000000.0,566000000.0,0.0,543000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6699000000000019,-0.028837833998424527
982,FB,2013-02-01,117000000.0,11267000000.0,63000000.0,0.0,1432000000.0,6331000000.0,2162000000.0,0.02,35000000.0,0.0,0.0,942000000.0,1513000000.0,615000000.0,566000000.0,0.0,1644000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,FB,2013-05-02,1671000000.0,11042000000.0,65000000.0,0.0,3348000000.0,15103000000.0,11824000000.0,0.1,156000000.0,0.0,0.0,1085000000.0,1166000000.0,615000000.0,566000000.0,0.0,522000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6589999999999989,-0.02274767000345181
984,FB,2013-07-25,701000000.0,11421000000.0,65000000.0,0.0,3348000000.0,15103000000.0,12349000000.0,-0.08,-126000000.0,0.0,0.0,1251000000.0,1020000000.0,615000000.0,566000000.0,0.0,1124000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34900000000000375,-0.010157455106376894
985,FB,2013-11-01,701000000.0,10549000000.0,65000000.0,0.0,3348000000.0,15103000000.0,13048000000.0,0.17,260000000.0,0.0,0.0,1280000000.0,898000000.0,615000000.0,566000000.0,0.0,1789000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,FB,2014-01-31,701000000.0,13070000000.0,87000000.0,0.0,3348000000.0,15103000000.0,-6000000.0,0.52,35000000.0,0.0,0.0,5068000000.0,1044000000.0,615000000.0,566000000.0,0.0,1644000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,FB,2014-04-25,1970000000.0,14060000000.0,85000000.0,0.0,2425000000.0,19028000000.0,16737000000.0,0.09,144000000.0,0.0,0.0,1427000000.0,1044000000.0,615000000.0,923000000.0,0.0,777000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,FB,2014-07-24,2013000000.0,15557000000.0,146000000.0,0.0,2425000000.0,20769000000.0,18346000000.0,0.31,317000000.0,0.0,0.0,2948000000.0,1044000000.0,615000000.0,923000000.0,0.0,3023000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20999999999999375,0.002800746865830805
989,FB,2014-10-30,564000000.0,16115000000.0,87000000.0,0.0,2425000000.0,24188000000.0,15470000000.0,0.4,632000000.0,0.0,0.0,4754000000.0,1344000000.0,615000000.0,923000000.0,0.0,4758000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8799999999999955,0.011874240993118276
990,FB,2015-01-29,562792201.0,13670000000.0,176000000.0,0.0,4088000000.0,40184000000.0,36096000000.0,1.12,2940000000.0,0.0,0.0,7472000000.0,2162000000.0,615000000.0,923000000.0,0.0,6817000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0900000000000034,-0.02679487179487184
991,FB,2015-04-23,559000000.0,15004000000.0,129000000.0,0.0,4506000000.0,42007000000.0,37501000000.0,0.18,102000000.0,0.0,0.0,2610000000.0,2644000000.0,615000000.0,1220000000.0,0.0,1891000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8799999999999955,-0.01067831573838121
992,FB,2015-07-31,558000000.0,16951000000.0,139000000.0,0.0,4678000000.0,44130000000.0,39452000000.0,0.44,244000000.0,0.0,0.0,5380000000.0,2300000000.0,615000000.0,1220000000.0,0.0,4053000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,FB,2015-11-05,558000000.0,19139000000.0,149000000.0,0.0,5049000000.0,46469000000.0,41420000000.0,0.76,422000000.0,0.0,0.0,8422000000.0,2687000000.0,615000000.0,1220000000.0,0.0,6388000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6650000000000063,-0.015308937109231391
994,FB,2016-01-28,552000000.0,21652000000.0,196000000.0,0.0,5189000000.0,49407000000.0,44218000000.0,1.31,3688000000.0,0.0,0.0,11703000000.0,2556555555.5555553,615000000.0,1220000000.0,0.0,9415000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0999999999999943,0.028411694620108095
995,FB,2016-04-28,549000000.0,23812000000.0,149000000.0,0.0,4925000000.0,52075000000.0,47150000000.0,0.53,291000000.0,0.0,0.0,3373000000.0,2426111111.111111,615000000.0,1590000000.0,0.0,2873000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8499999999999943,0.007281761329563902
996,FB,2016-07-28,548000000.0,27010000000.0,130000000.0,0.0,5356000000.0,55739000000.0,50383000000.0,1.25,684000000.0,0.0,0.0,7064000000.0,2295666666.6666665,615000000.0,1590000000.0,0.0,6457000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0600000000000023,-0.008480000000000019
997,FB,2016-11-03,546000000.0,30328000000.0,260000000.0,0.0,5559000000.0,59674000000.0,54115000000.0,2.07,1138000000.0,0.0,0.0,10953000000.0,2165222222.2222223,615000000.0,1590000000.0,0.0,10284000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.00625
998,FB,2017-02-03,538000000.0,34401000000.0,302000000.0,0.0,5767000000.0,64961000000.0,21670000000.0,3.56,10217000000.0,0.0,0.0,15211000000.0,2034777777.7777777,615000000.0,1590000000.0,0.0,15059000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,FB,2017-05-04,534000000.0,36930000000.0,170000000.0,0.0,6526000000.0,68714000000.0,62188000000.0,1.06,567000000.0,0.0,0.0,4705000000.0,1904333333.3333333,615000000.0,1775000000.0,0.0,4505000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6099999999999852,-0.004043752071594201
1000,FB,2017-07-27,532000000.0,40804000000.0,323000000.0,0.0,7362000000.0,73843000000.0,66481000000.0,2.4,1286000000.0,0.0,0.0,9624000000.0,1773888888.8888888,615000000.0,1960000000.0,0.0,9779000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.009999999999991,0.011793006336540665
1001,FB,2017-11-02,521000000.0,44203000000.0,383000000.0,0.0,7790000000.0,78998000000.0,71208000000.0,4.02,2142000000.0,0.0,0.0,14830000000.0,1643444444.4444444,615000000.0,2145000000.0,0.0,15624000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,FB,2018-02-01,509000000.0,48563000000.0,380000000.0,0.0,10177000000.0,84524000000.0,33990000000.0,5.49,15934000000.0,0.0,0.0,20450000000.0,1513000000.0,615000000.0,2330000000.0,0.0,22919000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8100000000000023,-0.014552799212802331
1003,FB,2018-04-26,498000000.0,50412000000.0,593000000.0,0.0,11325000000.0,88945000000.0,77620000000.0,1.72,865000000.0,0.0,0.0,6517000000.0,1513000000.0,615000000.0,3680000000.0,0.0,11966000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5699999999999932,-0.0032728525493798417
1004,FB,2018-07-26,478000000.0,49833000000.0,419000000.0,0.0,10909000000.0,90291000000.0,79382000000.0,3.48,1725000000.0,0.0,0.0,13884000000.0,1513000000.0,615000000.0,3680000000.0,0.0,25197000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3700000000000045,-0.007772608646317966
